usr,sys,idl,wai,hiq,siq,used,buff,cach,free,files,inodes,read,writ,reads,writs,recv,send,lis,act,syn,tim,clo,tot,tcp,udp,raw,frg,int,csw,run,blk,new
2.432,21.581,75.988,0.0,0.0,0.0,133525504.0,22102016.0,263172096.0,3595464704.0,2144.0,15347.0,0.0,0.0,0.0,0.0,1314.0,19403.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58645.0,143316.0,2.0,0.0,5.0
1.176,27.059,71.765,0.0,0.0,0.0,133558272.0,22102016.0,263172096.0,3595431936.0,2144.0,15347.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57912.0,142120.0,4.0,0.0,5.0
8.951,22.222,68.827,0.0,0.0,0.0,134045696.0,22110208.0,263168000.0,3594940416.0,2176.0,15343.0,0.0,24576.0,0.0,4.0,1380.0,20791.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,53680.0,133135.0,5.0,0.0,13.0
1.529,23.547,74.618,0.0,0.0,0.306,134057984.0,22110208.0,263180288.0,3594915840.0,2144.0,15343.0,0.0,0.0,0.0,0.0,1248.0,18837.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58037.0,142079.0,3.0,0.0,5.0
0.94,23.824,75.235,0.0,0.0,0.0,134025216.0,22110208.0,263180288.0,3594948608.0,2144.0,15343.0,0.0,0.0,0.0,0.0,1316.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57338.0,140385.0,2.0,0.0,5.0
0.958,21.086,77.955,0.0,0.0,0.0,134311936.0,22110208.0,263184384.0,3594657792.0,2144.0,15343.0,0.0,0.0,0.0,0.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58138.0,142439.0,2.0,0.0,5.0
1.608,19.614,78.778,0.0,0.0,0.0,134053888.0,22110208.0,263184384.0,3594915840.0,2144.0,15343.0,0.0,0.0,0.0,0.0,1308.0,18837.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58085.0,142366.0,3.0,0.0,5.0
6.462,24.0,69.231,0.308,0.0,0.0,135041024.0,22118400.0,263188480.0,3593916416.0,2112.0,15336.0,0.0,24576.0,0.0,4.0,1291.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,56460.0,140199.0,5.0,0.0,7.0
2.639,24.802,72.559,0.0,0.0,0.0,134557696.0,22118400.0,263188480.0,3594399744.0,2112.0,15341.0,0.0,0.0,0.0,0.0,1314.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,32820.0,115299.0,4.0,0.0,5.0
2.023,20.52,77.457,0.0,0.0,0.0,134520832.0,22118400.0,263192576.0,3594432512.0,2080.0,15349.0,0.0,0.0,0.0,0.0,1188.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,38933.0,121239.0,3.0,0.0,10.0
